staffs_id,first_name,last_name,email,phone_number,thumbnail_url,profile_image_url,restaurants_id
37,Juan,Serrano Vega,juan.serrano@gmail.com,611223347,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_37.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_37.jpg,5
38,Guillermo,Ruiz Sánchez,guillermo.ruiz@gmail.com,611223348,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_38.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_38.jpg,5
39,Claudia,Ramírez Ruiz,claudia.ramirez@gmail.com,611223349,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_39.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_39.jpg,6
40,Alex,Vázquez Martínez,alex.vazquez@gmail.com,611223350,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_40.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_40.jpg,6
41,Marcos,Pérez Serrano,marcos.perez@gmail.com,611223351,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_41.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_41.jpg,6
42,Laura,Gómez Vargas,laura.gomez@gmail.com,611223352,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_42.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_42.jpg,6
43,José,Sánchez Martínez,jose.sanchez@gmail.com,611223353,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_43.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_43.jpg,6
44,Isabel,Martín Rodríguez,isabel.martin@gmail.com,611223354,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_44.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_44.jpg,6
45,Lucía,González Vázquez,lucia.gonzalez@gmail.com,611223355,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_45.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_45.jpg,6
46,Paula,García Serrano,paula.garcia@gmail.com,611223356,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_46.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_46.jpg,7
47,Ana,Ramírez Martínez,ana.ramirez@gmail.com,611223357,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_47.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_47.jpg,7
48,Francisco,Rodríguez López,francisco.rodriguez@gmail.com,611223358,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_48.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_48.jpg,7
49,Miguel,Díaz Vargas,miguel.diaz@gmail.com,611223359,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_49.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_49.jpg,7
50,Carmen,Serrano Ruiz,carmen.serrano@gmail.com,611223360,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_50.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_50.jpg,7
51,Aurora,Vargas Sánchez,aurora.vargas@gmail.com,611223361,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_51.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_51.jpg,7
52,Elena,López Rodríguez,elena.lopez@gmail.com,611223362,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_52.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_52.jpg,8
53,Claudia,Serrano Ruiz,claudia.serrano@gmail.com,611223363,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_53.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_53.jpg,8
54,Mario,Martínez Vázquez,mario.martinez@gmail.com,611223364,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_54.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_54.jpg,8
55,Marta,Rodríguez Martínez,marta.rodriguez@gmail.com,611223365,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_55.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_55.jpg,8
56,Laura,García Vázquez,laura.garcia@gmail.com,611223366,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_56.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_56.jpg,8
57,Beatriz,Sánchez Martínez,beatriz.sanchez@gmail.com,611223367,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_57.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_57.jpg,8
58,Marta,Vázquez López,marta.vazquez@gmail.com,611223368,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_58.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_58.jpg,8
59,Ana,Gómez Ruiz,ana.gomez@gmail.com,611223369,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_59.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_59.jpg,9
60,Alejandro,Martín Serrano,alejandro.martin@gmail.com,611223370,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_60.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_60.jpg,9
61,Laura,García Sánchez,laura.garcia@gmail.com,611223371,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_61.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_61.jpg,9
62,Javier,Martínez Rodríguez,javier.martinez@gmail.com,611223372,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_62.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_62.jpg,9
63,Marta,Rodríguez Vázquez,marta.rodriguez@gmail.com,611223373,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_63.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_63.jpg,9
64,Carlos,Serrano Martínez,carlos.serrano@gmail.com,611223374,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_64.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_64.jpg,9
65,Alejandro,Vázquez López,alejandro.vazquez@gmail.com,611223375,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_65.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_65.jpg,9
66,Sergio,López Martínez,sergio.lopez@gmail.com,611223376,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_66.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_66.jpg,9
67,Ana,Ruiz Serrano,ana.ruiz@gmail.com,611223377,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_67.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_67.jpg,10
68,Paula,Sánchez Vázquez,paula.sanchez@gmail.com,611223378,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_68.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_68.jpg,10
69,Francisco,Martín López,francisco.martin@gmail.com,611223379,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_69.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_69.jpg,10
70,Daniel,Rodríguez Vázquez,daniel.rodriguez@gmail.com,611223380,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_70.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_70.jpg,10
71,Elena,Gómez Serrano,elena.gomez@gmail.com,611223381,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_71.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_71.jpg,10
72,Luis,Serrano Martínez,luis.serrano@gmail.com,611223382,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_72.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_72.jpg,10
73,Adrián,López Sánchez,adrian.lopez@gmail.com,611223383,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_73.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_73.jpg,10
74,Isabel,Vázquez Martínez,isabel.vazquez@gmail.com,611223384,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_74.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_74.jpg,10
75,David,García Serrano,david.garcia@gmail.com,611223385,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/thumbnail/staffs_75.jpg,https://raw.githubusercontent.com/carlosmaroto-daweb/dashboard_goiko/main/bd/img/staffs/image/staffs_75.jpg,10
